User_ID_x,14413370,15614582,15800697,15995683,17237178,18204607,19142551,20004501,20812098,21415068,23636341,23846387,24487817,24688850,25437536,25564023,28152598,33214161,33760345,43405249,48124610,51716011,52658734,62697366,64687084,65992273,78897887,89090775,101945848,117511000,119182046,137455850,159605210,162959947,167489997,168819220,226168436,258916333,263977418,264595508,282269124,287016103,308212534,320915056,328457935,329137978,330759494,343042963,343529731,344918904,348255536,368623629,376370548,436894497,477889371,480018197,544927839,551509847,552178363,576796855,597865491,614730516,790546093,838627057,863113304,884893716,887569722,903122724,923641921,944224682,984614636,1129745845,1149353412,1172143405,1210753874,1241691530,1255179128,1260736442,1340063743,1438949354,1552520972,1656884071,1861023685,1871547854,1883333624,1913188200,2174118859,2251286285,2256745548,2455822425,2485769186,2485800912,2559582960,2571878965,2586164682,2692397982,2869972938,2903194852,2904695183,2908458650,2915583070,3000911754,3035800695,3042242150,3053054433,3107967905,3152225155,3153280458,3158661520,3166924179,3169035458,3170681876,3193043938,3214786827,3243175638,3243741217,3243962811,3351115882
226168436,53,1,47,59,0,9,5,18,21,0,6,0,0,42,53,25,9,2,0,51,80,0,47,14,6,18,12,72,0,54,11,21,5,3,50,0,0,16,12,57,3,2,57,0,53,78,31,114,0,89,4,12,36,6,0,152,1,17,5,8,22,1,4,6,96,72,144,28,76,16,2,0,156,1,0,81,106,0,0,0,1,71,4,9,0,0,13,110,0,0,0,0,14,0,11,64,7,17,3,1,1,4,1,4,0,0,1,9,0,0,9,4,0,1,0,8,2,41
258916333,36,0,46,93,2,17,1,14,5,0,4,0,0,100,2,4,3,1,0,27,176,0,62,0,1,5,5,97,1,37,5,13,1,12,1,0,16,0,2,46,0,18,20,0,162,19,4,83,0,41,0,13,47,21,1,31,1,36,3,1,4,2,9,1,25,315,24,32,9,85,4,0,53,0,0,126,72,0,0,0,1,77,0,6,0,0,2,107,0,1,0,0,13,0,1,15,1,2,9,9,1,20,0,4,0,0,0,0,0,0,2,0,0,2,1,20,0,31
263977418,1,1,0,2,6,0,3,0,11,0,65,1,7,2,123,128,0,5,0,0,5,2,3,14,1,44,21,2,7,1,128,2,2,2,130,0,12,2,0,3,13,0,1,0,1,0,30,6,2,22,1,0,1,4,22,3,2,16,5,74,2,16,3,24,0,4,1,1,0,5,30,0,1,0,0,1,12,0,0,0,2,3,1,13,0,0,61,2,1,8,1,1,0,0,46,1,16,134,0,0,0,0,2,0,11,0,0,75,2,3,77,4,9,0,11,0,1,1
264595508,55,0,86,98,1,44,4,47,1,0,5,0,0,146,26,9,10,0,0,48,140,0,98,2,3,5,7,159,0,124,5,26,5,10,12,1,57,46,3,0,2,31,106,0,90,50,6,203,0,68,3,31,85,15,3,100,0,60,3,3,24,3,12,5,64,203,124,85,23,45,4,0,138,0,0,187,145,0,0,0,0,141,1,12,0,0,6,238,0,2,0,0,39,0,6,49,2,8,2,5,4,8,0,19,0,0,4,0,1,1,3,0,0,3,0,33,0,37
282269124,2,0,1,0,1,1,2,0,4,0,11,0,2,3,30,40,0,0,0,0,1,1,3,8,0,14,7,4,3,4,14,3,0,2,32,0,3,0,13,2,0,0,3,0,3,0,4,2,0,7,0,2,0,0,3,0,1,6,1,12,1,9,0,10,1,2,1,1,0,2,9,0,2,0,0,0,9,0,0,0,0,3,0,4,0,0,18,2,2,3,0,0,2,0,15,0,7,40,0,0,0,0,1,0,3,0,0,7,0,0,21,2,5,0,3,0,0,1
287016103,8,0,21,26,1,54,0,11,0,0,0,0,0,42,1,1,4,0,0,8,35,0,20,0,0,1,0,111,0,17,1,4,0,2,0,0,2,18,0,31,0,0,9,0,28,12,0,42,0,6,1,3,16,10,0,10,0,86,0,0,3,0,3,1,15,52,13,70,1,13,2,0,27,0,0,33,34,0,0,0,0,23,0,0,0,0,0,55,0,0,0,0,29,0,1,13,1,0,0,2,1,8,0,18,0,0,0,0,1,0,0,0,0,2,0,21,0,14
308212534,71,0,63,78,1,34,4,15,1,0,4,1,0,71,34,12,20,0,0,65,103,0,96,9,3,5,13,105,0,67,7,35,8,7,19,2,57,20,1,106,3,9,0,0,82,56,12,175,0,76,4,21,54,12,1,127,1,38,4,7,17,6,20,6,79,124,204,62,43,26,1,0,168,0,0,126,136,0,0,0,0,114,1,6,0,0,11,168,0,2,0,0,30,0,4,71,1,7,2,0,5,6,0,9,0,0,2,2,0,1,8,0,0,1,0,19,0,60
320915056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328457935,90,0,111,150,1,38,2,34,2,0,7,1,0,117,28,15,11,0,0,74,287,0,100,6,2,8,5,187,0,76,8,33,6,13,15,1,53,162,1,90,3,28,82,0,0,70,5,206,0,110,7,29,88,27,1,98,1,88,4,8,14,0,34,2,84,310,98,75,31,97,4,0,161,0,0,187,379,0,0,0,1,129,0,15,0,0,5,200,0,3,0,0,45,0,2,73,5,7,11,7,5,10,0,22,1,0,2,2,1,0,2,0,0,2,0,30,1,91
329137978,48,0,52,77,0,18,2,13,2,0,0,0,0,63,12,5,10,0,1,60,78,0,41,2,0,3,4,87,0,54,1,16,2,2,4,0,78,19,0,50,0,12,56,0,70,0,1,117,0,35,1,18,49,10,0,169,0,15,3,2,7,0,7,2,126,99,183,32,132,21,1,0,221,0,0,102,83,0,0,0,0,73,1,5,0,0,1,113,0,0,0,0,14,0,0,118,1,2,0,1,2,3,0,6,0,0,1,0,2,0,0,0,0,3,0,11,0,35
