,User_ID_x,User_ID_y,Weights
303,24546672,712746949,1
304,24546672,722480016,1
305,24546672,756049831,9
306,24546672,856463456,1
307,24546672,864558457,1
308,24546672,919886574,11
309,24546672,952682149,3
310,24546672,1137273540,4
311,24546672,1428039019,2
312,24546672,1458272461,1
313,24546672,1489300873,4
314,24546672,1579845464,1
315,24546672,1603766299,1
316,24546672,1891556472,1
317,24546672,1891615903,3
318,24546672,2176958272,1
319,24546672,2424692306,22
320,24546672,2738526278,15
321,24546672,2894492515,1
322,24546672,2911679200,2
323,24546672,2989219299,3
324,24546672,3081503914,5
325,24546672,3093535243,1
326,24546672,3132637902,1
327,24546672,3315650567,3
328,24546672,3363611549,1
329,24761032,36023807,1
330,24761032,173789958,3
331,24761032,261068895,3
332,24761032,274335684,3
333,24761032,284677404,1
334,24761032,297943941,3
335,24761032,397812389,2
336,24761032,757634750,2
337,24761032,1137273540,4
338,24761032,2196884166,2
339,24761032,2602052260,1
340,25409581,14745550,5
341,25409581,15335491,3
342,25409581,19728844,5
343,25409581,24546672,4
344,25409581,32138442,26
345,25409581,35627887,22
346,25409581,36023807,2
347,25409581,42795468,10
348,25409581,44245603,24
349,25409581,48762009,4
350,25409581,51175773,3
351,25409581,58539856,1
352,25409581,60935743,34
353,25409581,91458291,4
354,25409581,92728914,1
355,25409581,158920425,16
356,25409581,159302754,33
357,25409581,173789958,6
358,25409581,196531533,20
359,25409581,215446879,5
360,25409581,215876901,6
361,25409581,223813995,1
362,25409581,228147604,2
363,25409581,248858868,1
364,25409581,249782044,29
365,25409581,274335684,11
366,25409581,284677404,1
367,25409581,305134790,2
368,25409581,320478877,2
369,25409581,383990793,4
370,25409581,388579974,16
371,25409581,392514148,16
372,25409581,397812389,8
373,25409581,404919473,5
374,25409581,424531790,4
375,25409581,462114432,3
376,25409581,511231057,1
377,25409581,513787993,20
378,25409581,538785862,7
379,25409581,540660963,6
380,25409581,548626907,1
381,25409581,557078282,1
382,25409581,581500758,10
383,25409581,593118823,2
384,25409581,601361069,3
385,25409581,722480016,1
386,25409581,756049831,8
387,25409581,822444836,3
388,25409581,856463456,4
389,25409581,864558457,2
390,25409581,909106970,1
391,25409581,919886574,12
392,25409581,1137273540,3
393,25409581,1374764281,1
394,25409581,1428039019,1
395,25409581,1489300873,14
396,25409581,1579845464,8
397,25409581,1870184766,1
398,25409581,1891615903,1
399,25409581,2195493073,1
400,25409581,2381198785,1
401,25409581,2391370394,1
402,25409581,2424692306,8
403,25409581,2426315467,1
404,25409581,2566078809,3
405,25409581,2738526278,10
406,25409581,2894492515,2
407,25409581,2989219299,3
408,25409581,3081503914,2
409,25409581,3093535243,5
410,25409581,3132637902,21
411,25409581,3163628732,1
412,25409581,3166163040,1
413,25409581,3169087759,2
414,25409581,3266810329,3
415,25409581,3315650567,3
416,29757178,7790622,2
417,29757178,14745550,2
418,29757178,15335491,10
419,29757178,24546672,2
420,29757178,35627887,5
421,29757178,36023807,17
422,29757178,42795468,1
423,29757178,51175773,7
424,29757178,65142014,1
425,29757178,159302754,3
426,29757178,173789958,8
427,29757178,215446879,1
428,29757178,223813995,1
429,29757178,228147604,1
430,29757178,248858868,2
431,29757178,249782044,3
432,29757178,261068895,2
433,29757178,274335684,21
434,29757178,284677404,2
435,29757178,297943941,16
436,29757178,388579974,2
437,29757178,397812389,25
438,29757178,420572254,13
439,29757178,511231057,1
440,29757178,513787993,5
441,29757178,756049831,1
442,29757178,864558457,1
443,29757178,919886574,5
444,29757178,1137273540,20
445,29757178,1458272461,2
446,29757178,1489300873,2
447,29757178,1579845464,2
448,29757178,1891556472,1
449,29757178,2195493073,1
450,29757178,2196884166,4
451,29757178,2424692306,5
452,29757178,2602052260,8
453,29757178,2911679200,2
454,29757178,2989219299,3
455,29757178,3093535243,4
456,29757178,3165612010,2
457,32138442,7790622,4
458,32138442,14745550,12
459,32138442,15335491,8
460,32138442,19728844,1
461,32138442,24546672,4
462,32138442,25409581,26
463,32138442,35627887,152
464,32138442,36023807,4
465,32138442,42795468,45
466,32138442,44245603,13
467,32138442,46870227,2
468,32138442,48762009,8
469,32138442,51175773,24
470,32138442,58539856,1
471,32138442,60935743,14
472,32138442,64722891,1
473,32138442,91458291,10
474,32138442,92728914,2
475,32138442,156209575,1
476,32138442,158920425,8
477,32138442,159302754,53
478,32138442,162967620,1
479,32138442,173789958,13
480,32138442,196531533,38
481,32138442,215446879,6
482,32138442,215876901,3
483,32138442,223813995,1
484,32138442,228147604,8
485,32138442,248858868,2
486,32138442,249782044,73
487,32138442,274335684,38
488,32138442,284677404,4
489,32138442,297943941,1
490,32138442,305134790,1
491,32138442,320478877,6
492,32138442,341179470,2
493,32138442,384341065,4
494,32138442,388579974,48
495,32138442,392514148,6
496,32138442,397511255,1
497,32138442,397812389,26
498,32138442,404919473,1
499,32138442,424531790,4
500,32138442,442194176,3
501,32138442,462114432,4
502,32138442,497964337,1
503,32138442,511231057,2
504,32138442,513787993,28
505,32138442,522110370,1
506,32138442,538785862,3
507,32138442,540660963,5
508,32138442,548626907,1
509,32138442,557078282,7
510,32138442,581500758,37
511,32138442,601361069,6
512,32138442,712746949,1
513,32138442,722480016,4
514,32138442,756049831,7
515,32138442,757634750,3
516,32138442,822444836,6
517,32138442,856463456,6
518,32138442,909106970,2
519,32138442,919886574,27
520,32138442,952682149,2
521,32138442,1099214587,1
522,32138442,1137273540,6
523,32138442,1374664320,1
524,32138442,1374764281,3
525,32138442,1428039019,8
526,32138442,1489300873,50
527,32138442,1547761836,2
528,32138442,1579845464,16
529,32138442,1683575401,1
530,32138442,1870184766,1
531,32138442,1891615903,1
532,32138442,2195493073,3
533,32138442,2381198785,1
534,32138442,2424692306,31
535,32138442,2426315467,1
536,32138442,2464554372,1
537,32138442,2566078809,3
538,32138442,2738526278,29
539,32138442,2767997646,6
540,32138442,2894492515,4
541,32138442,2911679200,2
542,32138442,2989219299,2
543,32138442,3081503914,9
544,32138442,3093535243,16
545,32138442,3132637902,21
546,32138442,3160361312,2
547,32138442,3166163040,3
548,32138442,3169087759,3
549,32138442,3266810329,1
550,32138442,3315650567,7
551,35627887,7790622,8
552,35627887,14745550,56
553,35627887,15335491,18
554,35627887,19728844,2
555,35627887,24546672,23
556,35627887,25409581,22
557,35627887,29757178,5
558,35627887,32138442,152
559,35627887,36023807,26
560,35627887,42795468,62
561,35627887,44245603,43
562,35627887,48762009,30
563,35627887,51175773,29
564,35627887,60935743,18
565,35627887,64722891,2
566,35627887,91458291,8
567,35627887,92728914,1
568,35627887,115090735,1
569,35627887,140989303,2
570,35627887,156209575,3
571,35627887,158920425,7
572,35627887,159302754,173
573,35627887,162967620,1
574,35627887,173789958,40
575,35627887,196531533,103
576,35627887,215446879,26
577,35627887,215876901,11
578,35627887,223813995,1
579,35627887,228147604,5
580,35627887,248858868,1
581,35627887,249782044,132
582,35627887,261068895,2
583,35627887,274335684,86
584,35627887,284677404,1
585,35627887,297943941,4
586,35627887,305134790,1
587,35627887,320478877,4
588,35627887,341179470,1
589,35627887,383990793,3
590,35627887,384341065,1
591,35627887,388579974,59
592,35627887,392514148,14
593,35627887,397812389,48
594,35627887,404919473,2
595,35627887,424531790,10
596,35627887,462114432,6
597,35627887,471472958,1
598,35627887,511231057,3
599,35627887,513787993,141
600,35627887,516563463,2
601,35627887,538785862,22
602,35627887,540660963,7
603,35627887,548626907,2
604,35627887,557078282,15
605,35627887,581500758,32
606,35627887,593118823,3
607,35627887,601361069,2
608,35627887,722480016,4
609,35627887,756049831,36
610,35627887,757634750,6
611,35627887,822444836,5
612,35627887,856463456,7
613,35627887,864558457,12
614,35627887,919886574,72
615,35627887,952682149,8
616,35627887,1119574238,1
617,35627887,1137273540,15
618,35627887,1374664320,1
619,35627887,1374764281,2
620,35627887,1428039019,19
621,35627887,1458272461,1
622,35627887,1489300873,113
623,35627887,1541891113,2
624,35627887,1547761836,18
625,35627887,1579845464,20
626,35627887,1603766299,1
627,35627887,1683575401,1
628,35627887,1870184766,5
629,35627887,1891556472,2
630,35627887,1891615903,3
631,35627887,2176958272,1
632,35627887,2195493073,2
633,35627887,2196884166,3
634,35627887,2381198785,1
635,35627887,2424692306,88
636,35627887,2464554372,8
637,35627887,2566078809,2
638,35627887,2602052260,1
639,35627887,2738526278,47
640,35627887,2767997646,1
641,35627887,2834570816,1
642,35627887,2894492515,8
643,35627887,2911679200,4
644,35627887,2989219299,9
645,35627887,3081503914,13
646,35627887,3093535243,26
647,35627887,3126680683,1
648,35627887,3132637902,30
649,35627887,3166163040,4
650,35627887,3169087759,1
651,35627887,3266810329,3
652,35627887,3315650567,8
653,36023807,7790622,2
654,36023807,14745550,12
655,36023807,15335491,4
656,36023807,22686311,2
657,36023807,24546672,5
658,36023807,24761032,1
659,36023807,25409581,2
660,36023807,29757178,17
661,36023807,32138442,4
662,36023807,35627887,26
663,36023807,42795468,7
664,36023807,44245603,1
665,36023807,48762009,4
666,36023807,51175773,26
667,36023807,60935743,1
668,36023807,91458291,2
669,36023807,140989303,1
670,36023807,159302754,7
671,36023807,173789958,72
672,36023807,196531533,16
673,36023807,215446879,1
674,36023807,228147604,9
675,36023807,248858868,2
676,36023807,249782044,29
677,36023807,261068895,66
678,36023807,274335684,424
679,36023807,284677404,67
680,36023807,297943941,219
681,36023807,320478877,1
682,36023807,388579974,4
683,36023807,397812389,258
684,36023807,420572254,114
685,36023807,422937089,2
686,36023807,462114432,2
687,36023807,513787993,18
688,36023807,516563463,1
689,36023807,540660963,1
690,36023807,557078282,6
691,36023807,581500758,2
692,36023807,593118823,1
693,36023807,601361069,2
694,36023807,757634750,36
695,36023807,856463456,1
696,36023807,864558457,1
697,36023807,919886574,21
698,36023807,1137273540,249
699,36023807,1374764281,1
700,36023807,1458272461,23
701,36023807,1489300873,6
702,36023807,1724303324,1
703,36023807,1891556472,1
704,36023807,2195493073,2
705,36023807,2196884166,25
706,36023807,2424692306,38
707,36023807,2602052260,45
708,36023807,2738526278,8
709,36023807,2894492515,8
710,36023807,2911679200,1
711,36023807,2989219299,4
712,36023807,3081503914,6
713,36023807,3126680683,2
714,36023807,3165612010,8
715,36023807,3166163040,1
716,36023807,3315650567,7
717,42795468,7790622,5
718,42795468,14745550,26
719,42795468,15335491,19
720,42795468,19728844,3
721,42795468,24546672,5
722,42795468,25409581,10
723,42795468,29757178,1
724,42795468,32138442,45
725,42795468,35627887,62
726,42795468,36023807,7
727,42795468,44245603,4
728,42795468,48762009,26
729,42795468,51175773,30
730,42795468,58539856,1
731,42795468,60935743,14
732,42795468,64722891,2
733,42795468,91458291,6
734,42795468,92728914,1
735,42795468,140989303,4
736,42795468,156209575,1
737,42795468,158920425,10
738,42795468,159302754,28
739,42795468,173789958,65
740,42795468,196531533,82
741,42795468,215446879,21
742,42795468,215876901,4
743,42795468,228147604,5
744,42795468,248858868,2
745,42795468,249782044,156
746,42795468,274335684,13
747,42795468,297943941,3
748,42795468,305134790,2
749,42795468,318357602,4
750,42795468,320478877,1
751,42795468,383990793,3
752,42795468,384341065,7
753,42795468,388579974,39
754,42795468,392514148,7
755,42795468,397511255,1
756,42795468,397812389,53
757,42795468,420572254,1
758,42795468,422937089,1
759,42795468,424531790,4
760,42795468,442194176,1
761,42795468,462114432,2
762,42795468,513787993,42
763,42795468,538785862,2
764,42795468,540660963,3
765,42795468,557078282,1
766,42795468,581500758,8
767,42795468,593118823,4
768,42795468,601361069,1
769,42795468,722480016,1
770,42795468,756049831,3
771,42795468,757634750,9
772,42795468,822444836,3
773,42795468,856463456,4
774,42795468,864558457,5
775,42795468,909106970,1
776,42795468,919886574,24
777,42795468,952682149,1
778,42795468,1137273540,3
779,42795468,1286987072,2
780,42795468,1374764281,2
781,42795468,1428039019,6
782,42795468,1489300873,39
783,42795468,1579845464,10
784,42795468,1870184766,1
785,42795468,1891556472,2
786,42795468,1891615903,5
787,42795468,2196884166,2
788,42795468,2391370394,1
789,42795468,2424692306,112
790,42795468,2426315467,1
791,42795468,2464554372,3
792,42795468,2566078809,4
793,42795468,2738526278,36
794,42795468,2834570816,1
795,42795468,2894492515,7
796,42795468,2911679200,2
797,42795468,2989219299,2
798,42795468,3081503914,21
799,42795468,3093535243,6
800,42795468,3126680683,2
801,42795468,3132637902,16
802,42795468,3160361312,1
803,42795468,3166163040,2
804,42795468,3266810329,1
805,42795468,3315650567,8
806,44245603,7790622,2
807,44245603,14745550,3
808,44245603,15335491,1
809,44245603,19728844,3
810,44245603,24546672,7
811,44245603,25409581,24
812,44245603,32138442,13
813,44245603,35627887,43
814,44245603,36023807,1
815,44245603,42795468,4
816,44245603,48762009,1
817,44245603,51175773,1
818,44245603,58539856,1
819,44245603,60935743,11
820,44245603,91458291,2
821,44245603,92728914,1
822,44245603,158920425,3
823,44245603,159302754,71
824,44245603,173789958,7
825,44245603,196531533,20
826,44245603,215446879,7
827,44245603,215876901,9
828,44245603,223813995,1
829,44245603,228147604,2
830,44245603,247502019,1
831,44245603,249782044,17
832,44245603,274335684,12
833,44245603,284677404,1
834,44245603,297943941,1
835,44245603,305134790,1
836,44245603,318357602,1
837,44245603,320478877,4
838,44245603,383990793,2
839,44245603,388579974,20
840,44245603,392514148,7
841,44245603,397812389,6
842,44245603,420572254,1
843,44245603,424531790,6
844,44245603,442194176,3
845,44245603,462114432,4
846,44245603,511231057,17
847,44245603,513787993,45
848,44245603,522110370,2
849,44245603,538785862,22
850,44245603,540660963,3
851,44245603,548626907,1
852,44245603,557078282,10
853,44245603,581500758,28
854,44245603,593118823,2
855,44245603,601361069,5
856,44245603,722480016,6
857,44245603,756049831,46
858,44245603,757634750,1
859,44245603,822444836,2
860,44245603,856463456,4
861,44245603,864558457,2
862,44245603,909106970,2
863,44245603,919886574,21
864,44245603,952682149,4
865,44245603,1137273540,3
866,44245603,1428039019,6
867,44245603,1458272461,1
868,44245603,1489300873,40
869,44245603,1547761836,6
870,44245603,1579845464,7
871,44245603,1870184766,2
872,44245603,1891615903,3
873,44245603,2195493073,6
874,44245603,2196884166,1
875,44245603,2346722716,1
876,44245603,2381198785,2
877,44245603,2424692306,5
878,44245603,2464554372,3
879,44245603,2738526278,9
880,44245603,2911679200,1
881,44245603,2989219299,2
882,44245603,3093535243,11
883,44245603,3132637902,4
884,44245603,3166163040,1
885,44245603,3169087759,6
886,44245603,3315650567,1
887,46870227,7790622,1
888,46870227,15335491,1
889,46870227,32138442,2
890,46870227,48762009,1
891,46870227,228147604,4
892,46870227,248858868,1
893,46870227,249782044,1
894,46870227,261068895,1
895,46870227,297943941,1
896,46870227,318357602,3
897,46870227,757634750,7
898,46870227,919886574,2
899,46870227,1119574238,1
900,46870227,1137273540,3
901,46870227,2424692306,6
902,46870227,2738526278,1
903,48762009,7790622,16
904,48762009,14745550,23
905,48762009,15335491,9
906,48762009,24546672,7
907,48762009,25409581,4
908,48762009,32138442,8
909,48762009,35627887,30
910,48762009,36023807,4
911,48762009,42795468,26
912,48762009,44245603,1
913,48762009,46870227,1
914,48762009,51175773,14
915,48762009,60935743,2
916,48762009,64722891,1
917,48762009,91458291,3
918,48762009,140989303,3
919,48762009,156209575,2
920,48762009,158920425,2
921,48762009,159302754,5
922,48762009,162967620,2
923,48762009,173789958,5
924,48762009,196531533,20
925,48762009,215446879,6
926,48762009,228147604,2
927,48762009,249782044,56
928,48762009,261068895,2
929,48762009,274335684,9
930,48762009,284677404,5
931,48762009,305134790,1
932,48762009,383990793,2
933,48762009,388579974,8
934,48762009,392514148,1
935,48762009,397812389,4
936,48762009,404919473,3
937,48762009,462114432,3
938,48762009,511231057,1
939,48762009,513787993,12
940,48762009,516563463,1
941,48762009,540660963,1
942,48762009,581500758,2
943,48762009,593118823,1
944,48762009,601361069,2
945,48762009,756049831,3
946,48762009,757634750,5
947,48762009,864558457,3
948,48762009,909106970,1
949,48762009,919886574,13
950,48762009,1119574238,1
951,48762009,1137273540,7
952,48762009,1428039019,1
953,48762009,1458272461,1
954,48762009,1489300873,10
955,48762009,1579845464,3
956,48762009,1870184766,1
957,48762009,1891615903,3
958,48762009,2424692306,35
959,48762009,2738526278,5
960,48762009,2894492515,5
961,48762009,2911679200,4
962,48762009,2989219299,5
963,48762009,3081503914,7
964,48762009,3093535243,4
965,48762009,3126680683,1
966,48762009,3160361312,1
967,48762009,3169087759,1
968,48762009,3315650567,4
969,51175773,7790622,6
970,51175773,14745550,12
971,51175773,15335491,9
972,51175773,24546672,4
973,51175773,25409581,3
974,51175773,29757178,7
975,51175773,32138442,24
976,51175773,35627887,29
977,51175773,36023807,26
978,51175773,42795468,30
979,51175773,44245603,1
980,51175773,48762009,14
981,51175773,60935743,3
982,51175773,91458291,5
983,51175773,140989303,5
984,51175773,143795236,1
985,51175773,156209575,1
986,51175773,158920425,3
987,51175773,159302754,14
988,51175773,173789958,39
989,51175773,196531533,34
990,51175773,215446879,7
991,51175773,228147604,15
992,51175773,247502019,2
993,51175773,248858868,4
994,51175773,249782044,54
995,51175773,261068895,7
996,51175773,274335684,38
997,51175773,284677404,3
998,51175773,297943941,8
999,51175773,305134790,1
1000,51175773,384341065,1
1001,51175773,388579974,19
1002,51175773,392514148,2
1003,51175773,397812389,37
1004,51175773,420572254,1
1005,51175773,422937089,5
1006,51175773,513787993,17
1007,51175773,540660963,2
1008,51175773,557078282,1
1009,51175773,581500758,4
1010,51175773,593118823,4
1011,51175773,722480016,1
1012,51175773,756049831,1
1013,51175773,757634750,27
1014,51175773,822444836,1
1015,51175773,864558457,1
1016,51175773,909106970,2
1017,51175773,919886574,18
1018,51175773,1119574238,3
1019,51175773,1137273540,20
1020,51175773,1374764281,1
1021,51175773,1458272461,1
1022,51175773,1489300873,18
1023,51175773,1579845464,2
1024,51175773,1891556472,1
1025,51175773,1891615903,1
1026,51175773,2176958272,1
1027,51175773,2195493073,1
1028,51175773,2196884166,7
1029,51175773,2424692306,50
1030,51175773,2464554372,1
1031,51175773,2566078809,1
1032,51175773,2602052260,9
1033,51175773,2738526278,12
1034,51175773,2767997646,1
1035,51175773,2894492515,14
1036,51175773,2989219299,6
1037,51175773,3081503914,11
1038,51175773,3093535243,1
1039,51175773,3126680683,2
1040,51175773,3132637902,2
1041,51175773,3160361312,2
1042,51175773,3166163040,2
1043,51175773,3315650567,6
1044,58539856,15335491,1
1045,58539856,25409581,1
1046,58539856,32138442,1
1047,58539856,42795468,1
1048,58539856,44245603,1
1049,58539856,249782044,2
1050,58539856,388579974,1
1051,58539856,442194176,1
1052,58539856,581500758,1
1053,58539856,722480016,1
1054,58539856,2424692306,1
1055,58539856,3132637902,1
1056,58539856,3266810329,1
1057,60935743,7790622,1
1058,60935743,14745550,8
1059,60935743,15335491,1
1060,60935743,19728844,1
1061,60935743,24546672,1
1062,60935743,25409581,34
1063,60935743,32138442,14
1064,60935743,35627887,18
1065,60935743,36023807,1
1066,60935743,42795468,14
1067,60935743,44245603,11
1068,60935743,48762009,2
1069,60935743,51175773,3
1070,60935743,91458291,7
1071,60935743,92728914,1
1072,60935743,115090735,1
1073,60935743,158920425,25
1074,60935743,159302754,18
1075,60935743,196531533,36
1076,60935743,215446879,8
1077,60935743,215876901,9
1078,60935743,249782044,27
1079,60935743,274335684,7
1080,60935743,297943941,1
1081,60935743,305134790,1
1082,60935743,320478877,4
1083,60935743,383990793,1
1084,60935743,384341065,7
1085,60935743,388579974,13
1086,60935743,392514148,25
1087,60935743,397511255,1
1088,60935743,397812389,2
1089,60935743,404919473,4
1090,60935743,424531790,8
1091,60935743,442194176,1
1092,60935743,462114432,1
1093,60935743,513787993,16
1094,60935743,522110370,1
1095,60935743,538785862,3
1096,60935743,540660963,5
1097,60935743,548626907,1
1098,60935743,557078282,2
1099,60935743,581500758,19
1100,60935743,601361069,3
1101,60935743,722480016,5
1102,60935743,756049831,2
1103,60935743,822444836,7
1104,60935743,856463456,3
1105,60935743,864558457,1
1106,60935743,919886574,5
1107,60935743,952682149,2
1108,60935743,1374664320,1
1109,60935743,1374764281,2
1110,60935743,1428039019,5
1111,60935743,1489300873,12
1112,60935743,1547761836,1
1113,60935743,1579845464,10
1114,60935743,1891615903,1
1115,60935743,2195493073,2
1116,60935743,2391370394,1
1117,60935743,2424692306,3
1118,60935743,2426315467,1
1119,60935743,2464554372,1
1120,60935743,2566078809,8
1121,60935743,2738526278,20
