Base Noun,Frequency (based on tweets),Polarity Positive(%),Polarity Negative (%),User_ID
treasonousdems,1,0.0,100.0,56838981
whore,2,0.0,100.0,565501978
whore,2,0.0,100.0,565501978
worry,1,0.0,100.0,565501978
cnn,21,4.761904761904762,95.23809523809523,553480874
cnn,21,4.761904761904762,95.23809523809523,92643660
cnn,21,4.761904761904762,95.23809523809523,553480874
cnn,21,4.761904761904762,95.23809523809523,56838981
cnn,21,4.761904761904762,95.23809523809523,553480874
cnn,21,4.761904761904762,95.23809523809523,565501978
cnn,21,4.761904761904762,95.23809523809523,30980826
cnn,21,4.761904761904762,95.23809523809523,457123526
cnn,21,4.761904761904762,95.23809523809523,457123526
cnn,21,4.761904761904762,95.23809523809523,863113304
cnn,21,4.761904761904762,95.23809523809523,23795703
cnn,21,4.761904761904762,95.23809523809523,92643660
cnn,21,4.761904761904762,95.23809523809523,553480874
cnn,21,4.761904761904762,95.23809523809523,33831682
cnn,21,4.761904761904762,95.23809523809523,92643660
cnn,21,4.761904761904762,95.23809523809523,33831682
cnn,21,4.761904761904762,95.23809523809523,553480874
cnn,21,4.761904761904762,95.23809523809523,56838981
cnn,21,4.761904761904762,95.23809523809523,56838981
cnn,21,4.761904761904762,95.23809523809523,33831682
cnn,21,4.761904761904762,95.23809523809523,56838981
loyalty,2,50.0,50.0,565501978
loyalty,2,50.0,50.0,863113304
ladies,6,33.33333333333333,66.66666666666666,107801651
ladies,6,33.33333333333333,66.66666666666666,887569722
ladies,6,33.33333333333333,66.66666666666666,34955929
ladies,6,33.33333333333333,66.66666666666666,34955929
ladies,6,33.33333333333333,66.66666666666666,34955929
ladies,6,33.33333333333333,66.66666666666666,34955929
corrupthillary,1,0.0,100.0,92643660
militants,1,0.0,100.0,753498337
openness,2,100.0,0.0,34955929
openness,2,100.0,0.0,34955929
observation,1,100.0,0.0,49360369
mondale,1,0.0,100.0,553480874
fights,2,0.0,100.0,20415005
fights,2,0.0,100.0,56838981
jeopardy,1,0.0,100.0,48240104
trumpers,1,0.0,100.0,553480874
prick,1,0.0,100.0,2834370990
redund4nt,1,0.0,100.0,2502484436
hikes,1,0.0,100.0,2421964502
disconnect,1,0.0,100.0,2502484436
dept,4,0.0,100.0,56838981
dept,4,0.0,100.0,553480874
dept,4,0.0,100.0,863113304
dept,4,0.0,100.0,863113304
fellow,1,0.0,100.0,565501978
snopes,2,0.0,100.0,2842797465
snopes,2,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,56838981
invasion,14,0.0,100.0,16579411
invasion,14,0.0,100.0,16579411
invasion,14,0.0,100.0,16579411
invasion,14,0.0,100.0,33831682
accomplishment,1,100.0,0.0,2447898228
obamas,11,0.0,100.0,56838981
obamas,11,0.0,100.0,56838981
obamas,11,0.0,100.0,753498337
obamas,11,0.0,100.0,57461026
obamas,11,0.0,100.0,28387976
obamas,11,0.0,100.0,565501978
obamas,11,0.0,100.0,565501978
obamas,11,0.0,100.0,1292620070
obamas,11,0.0,100.0,1574070996
obamas,11,0.0,100.0,863113304
obamas,11,0.0,100.0,33831682
republican,12,8.333333333333332,91.66666666666666,553480874
republican,12,8.333333333333332,91.66666666666666,553480874
republican,12,8.333333333333332,91.66666666666666,48240104
republican,12,8.333333333333332,91.66666666666666,193192630
republican,12,8.333333333333332,91.66666666666666,20415005
republican,12,8.333333333333332,91.66666666666666,294431458
republican,12,8.333333333333332,91.66666666666666,565501978
republican,12,8.333333333333332,91.66666666666666,565501978
republican,12,8.333333333333332,91.66666666666666,16579411
republican,12,8.333333333333332,91.66666666666666,887569722
republican,12,8.333333333333332,91.66666666666666,92643660
republican,12,8.333333333333332,91.66666666666666,2447898228
wishbone,1,0.0,100.0,20415005
solutions,1,0.0,100.0,107801651
land,6,50.0,50.0,1299305076
land,6,50.0,50.0,27944341
land,6,50.0,50.0,2608084976
land,6,50.0,50.0,2608084976
land,6,50.0,50.0,16579411
land,6,50.0,50.0,34955929
license,1,0.0,100.0,56838981
koran,1,0.0,100.0,2447898228
bras,1,0.0,100.0,2447898228
tour,1,0.0,100.0,56838981
wasteland,1,0.0,100.0,20415005
borrowings,1,0.0,100.0,20415005
lying,1,0.0,100.0,2447898228
property,1,0.0,100.0,57461026
hollywood,6,16.666666666666664,83.33333333333334,56838981
hollywood,6,16.666666666666664,83.33333333333334,80605638
hollywood,6,16.666666666666664,83.33333333333334,565501978
hollywood,6,16.666666666666664,83.33333333333334,33831682
hollywood,6,16.666666666666664,83.33333333333334,33831682
hollywood,6,16.666666666666664,83.33333333333334,33831682
season,2,50.0,50.0,1659062558
season,2,50.0,50.0,34955929
fourth,1,100.0,0.0,2447898228
rafael,1,0.0,100.0,865780110
ignorance,7,0.0,100.0,52242864
ignorance,7,0.0,100.0,52242864
ignorance,7,0.0,100.0,16579411
ignorance,7,0.0,100.0,565501978
ignorance,7,0.0,100.0,3311276608
ignorance,7,0.0,100.0,2447898228
ignorance,7,0.0,100.0,33831682
jessebwatters,1,0.0,100.0,553480874
garbage,8,0.0,100.0,553480874
garbage,8,0.0,100.0,16579411
garbage,8,0.0,100.0,887569722
garbage,8,0.0,100.0,16579411
garbage,8,0.0,100.0,16579411
garbage,8,0.0,100.0,16579411
garbage,8,0.0,100.0,33831682
garbage,8,0.0,100.0,33831682
babies,7,0.0,100.0,2421964502
babies,7,0.0,100.0,16579411
babies,7,0.0,100.0,20415005
babies,7,0.0,100.0,565501978
babies,7,0.0,100.0,20415005
babies,7,0.0,100.0,565501978
babies,7,0.0,100.0,57461026
chutzpah,1,0.0,100.0,553480874
future,8,50.0,50.0,766594368
future,8,50.0,50.0,553480874
future,8,50.0,50.0,766594368
future,8,50.0,50.0,3311276608
future,8,50.0,50.0,2447898228
future,8,50.0,50.0,2447898228
future,8,50.0,50.0,2447898228
future,8,50.0,50.0,2447898228
cookies,1,100.0,0.0,33831682
snooze,1,0.0,100.0,887569722
roof,1,0.0,100.0,48009323
letter,1,0.0,100.0,457123526
14th,1,100.0,0.0,92643660
budget,2,50.0,50.0,2869158160
budget,2,50.0,50.0,3311276608
megynkelly,2,0.0,100.0,193192630
megynkelly,2,0.0,100.0,863113304
times,8,25.0,75.0,56838981
times,8,25.0,75.0,553480874
times,8,25.0,75.0,565501978
times,8,25.0,75.0,20415005
times,8,25.0,75.0,3311276608
times,8,25.0,75.0,904176902
times,8,25.0,75.0,16579411
times,8,25.0,75.0,92643660
commonsense,1,100.0,0.0,2869158160
goats,1,0.0,100.0,2447898228
memorialdayweekend,1,0.0,100.0,57461026
percentage,2,0.0,100.0,553480874
percentage,2,0.0,100.0,553480874
moores,1,0.0,100.0,107801651
tribute,1,100.0,0.0,193192630
impeachobamanow,1,0.0,100.0,1292620070
southerners,1,100.0,0.0,2608084976
house!wakeupamerica,1,100.0,0.0,16579411
third,1,0.0,100.0,553480874
rubble,1,0.0,100.0,193192630
issues,14,0.0,100.0,56838981
issues,14,0.0,100.0,48240104
issues,14,0.0,100.0,20415005
issues,14,0.0,100.0,457123526
issues,14,0.0,100.0,457123526
issues,14,0.0,100.0,28387976
issues,14,0.0,100.0,3311276608
issues,14,0.0,100.0,3311276608
issues,14,0.0,100.0,457123526
issues,14,0.0,100.0,863113304
issues,14,0.0,100.0,2447898228
issues,14,0.0,100.0,92643660
issues,14,0.0,100.0,193192630
issues,14,0.0,100.0,33831682
whatsrightforthecountry,1,100.0,0.0,2502484436
mi,2,50.0,50.0,34955929
mi,2,50.0,50.0,92643660
parenthood,3,33.33333333333333,66.66666666666666,1292620070
parenthood,3,33.33333333333333,66.66666666666666,28387976
parenthood,3,33.33333333333333,66.66666666666666,565501978
ali,1,0.0,100.0,24294066
updates,1,0.0,100.0,553480874
facility,7,0.0,100.0,33831682
facility,7,0.0,100.0,33831682
facility,7,0.0,100.0,33831682
facility,7,0.0,100.0,33831682
facility,7,0.0,100.0,33831682
facility,7,0.0,100.0,33831682
facility,7,0.0,100.0,33831682
bus,1,0.0,100.0,20415005
knowone,1,0.0,100.0,2447898228
philosophy,1,0.0,100.0,553480874
games,1,0.0,100.0,553480874
burger,1,0.0,100.0,553480874
possibility,1,100.0,0.0,2447898228
conserv,1,0.0,100.0,565501978
practices,1,0.0,100.0,553480874
penalties,1,0.0,100.0,565501978
9yrs,1,0.0,100.0,56838981
bobbyjindal,1,0.0,100.0,2608084976
hannity,2,0.0,100.0,865780110
hannity,2,0.0,100.0,2447898228
mizzoualumni,2,0.0,100.0,16579411
mizzoualumni,2,0.0,100.0,16579411
joy,1,100.0,0.0,34955929
halperin,3,0.0,100.0,20415005
halperin,3,0.0,100.0,20415005
halperin,3,0.0,100.0,20415005
homosexuals,2,0.0,100.0,27944341
homosexuals,2,0.0,100.0,27944341
indoctrination,1,0.0,100.0,16579411
minute,4,25.0,75.0,946406934
minute,4,25.0,75.0,565501978
minute,4,25.0,75.0,34955929
minute,4,25.0,75.0,33831682
huntingtonpark,1,0.0,100.0,16579411
blisstabitha,5,0.0,100.0,565501978
blisstabitha,5,0.0,100.0,565501978
blisstabitha,5,0.0,100.0,565501978
blisstabitha,5,0.0,100.0,565501978
blisstabitha,5,0.0,100.0,565501978
nunesmemo,1,0.0,100.0,1659062558
savages,2,0.0,100.0,565501978
savages,2,0.0,100.0,565501978
housegop,2,0.0,100.0,16579411
housegop,2,0.0,100.0,16579411
deplorables,1,100.0,0.0,863113304
senschumer,5,0.0,100.0,553480874
senschumer,5,0.0,100.0,56838981
senschumer,5,0.0,100.0,56838981
senschumer,5,0.0,100.0,56838981
senschumer,5,0.0,100.0,56838981
brianstelter,1,0.0,100.0,33831682
troublemaker,1,0.0,100.0,863113304
neverforget,1,0.0,100.0,56838981
dude,3,0.0,100.0,1170778068
dude,3,0.0,100.0,493186164
dude,3,0.0,100.0,92643660
money,73,4.10958904109589,95.8904109589041,196292489
money,73,4.10958904109589,95.8904109589041,1694600448
money,73,4.10958904109589,95.8904109589041,56838981
money,73,4.10958904109589,95.8904109589041,56838981
money,73,4.10958904109589,95.8904109589041,56838981
money,73,4.10958904109589,95.8904109589041,56838981
money,73,4.10958904109589,95.8904109589041,56838981
money,73,4.10958904109589,95.8904109589041,553480874
money,73,4.10958904109589,95.8904109589041,56838981
money,73,4.10958904109589,95.8904109589041,553480874
money,73,4.10958904109589,95.8904109589041,2869158160
money,73,4.10958904109589,95.8904109589041,553480874
money,73,4.10958904109589,95.8904109589041,553480874
money,73,4.10958904109589,95.8904109589041,553480874
money,73,4.10958904109589,95.8904109589041,2421964502
money,73,4.10958904109589,95.8904109589041,1292620070
money,73,4.10958904109589,95.8904109589041,107801651
money,73,4.10958904109589,95.8904109589041,565501978
money,73,4.10958904109589,95.8904109589041,20415005
money,73,4.10958904109589,95.8904109589041,80605638
money,73,4.10958904109589,95.8904109589041,1659062558
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,457123526
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,2608084976
money,73,4.10958904109589,95.8904109589041,49360369
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,1616176478
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,2421964502
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,1616176478
money,73,4.10958904109589,95.8904109589041,457123526
money,73,4.10958904109589,95.8904109589041,193192630
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,30980826
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,30980826
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,565501978
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,20415005
money,73,4.10958904109589,95.8904109589041,457123526
money,73,4.10958904109589,95.8904109589041,260277195
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,294431458
money,73,4.10958904109589,95.8904109589041,20415005
money,73,4.10958904109589,95.8904109589041,16579411
money,73,4.10958904109589,95.8904109589041,92643660
money,73,4.10958904109589,95.8904109589041,92643660
money,73,4.10958904109589,95.8904109589041,553480874
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,39106123
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,553480874
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,33831682
money,73,4.10958904109589,95.8904109589041,56838981
suits,3,66.66666666666666,33.33333333333333,29134922
suits,3,66.66666666666666,33.33333333333333,29134922
suits,3,66.66666666666666,33.33333333333333,107801651
spin,3,0.0,100.0,865780110
spin,3,0.0,100.0,865780110
spin,3,0.0,100.0,865780110
nh,1,0.0,100.0,14314844
arm,1,0.0,100.0,56838981
prca,4,0.0,100.0,16579411
prca,4,0.0,100.0,16579411
prca,4,0.0,100.0,16579411
prca,4,0.0,100.0,16579411
backtheblue,2,0.0,100.0,56838981
backtheblue,2,0.0,100.0,56838981
slaves,1,0.0,100.0,56838981
collection,2,0.0,100.0,753498337
collection,2,0.0,100.0,16579411
opinions,3,0.0,100.0,25794695
opinions,3,0.0,100.0,25794695
opinions,3,0.0,100.0,457123526
seizure,1,0.0,100.0,16579411
emails,1,0.0,100.0,863113304
nomination,7,28.57142857142857,71.42857142857143,48100655
nomination,7,28.57142857142857,71.42857142857143,574670873
nomination,7,28.57142857142857,71.42857142857143,48100655
nomination,7,28.57142857142857,71.42857142857143,574670873
nomination,7,28.57142857142857,71.42857142857143,193192630
nomination,7,28.57142857142857,71.42857142857143,193192630
nomination,7,28.57142857142857,71.42857142857143,92643660
every1,1,0.0,100.0,553480874
cashinin,9,66.66666666666666,33.33333333333333,57461026
cashinin,9,66.66666666666666,33.33333333333333,57461026
cashinin,9,66.66666666666666,33.33333333333333,16579411
cashinin,9,66.66666666666666,33.33333333333333,16579411
cashinin,9,66.66666666666666,33.33333333333333,57461026
cashinin,9,66.66666666666666,33.33333333333333,16579411
cashinin,9,66.66666666666666,33.33333333333333,16579411
cashinin,9,66.66666666666666,33.33333333333333,57461026
cashinin,9,66.66666666666666,33.33333333333333,16579411
ratings,5,20.0,80.0,2869158160
ratings,5,20.0,80.0,57461026
ratings,5,20.0,80.0,887569722
ratings,5,20.0,80.0,3358621409
ratings,5,20.0,80.0,92643660
immigrants,8,0.0,100.0,16071251
immigrants,8,0.0,100.0,20415005
immigrants,8,0.0,100.0,24294066
immigrants,8,0.0,100.0,20415005
immigrants,8,0.0,100.0,1430129144
immigrants,8,0.0,100.0,30980826
immigrants,8,0.0,100.0,30980826
immigrants,8,0.0,100.0,33831682
liars,20,0.0,100.0,56838981
liars,20,0.0,100.0,56838981
liars,20,0.0,100.0,56838981
liars,20,0.0,100.0,56838981
liars,20,0.0,100.0,56838981
liars,20,0.0,100.0,56838981
liars,20,0.0,100.0,56838981
liars,20,0.0,100.0,56838981
liars,20,0.0,100.0,565501978
liars,20,0.0,100.0,565501978
liars,20,0.0,100.0,457123526
liars,20,0.0,100.0,16579411
liars,20,0.0,100.0,3311276608
liars,20,0.0,100.0,3311276608
liars,20,0.0,100.0,3311276608
liars,20,0.0,100.0,565501978
liars,20,0.0,100.0,457123526
liars,20,0.0,100.0,616303472
liars,20,0.0,100.0,56838981
liars,20,0.0,100.0,56838981
endangering,1,0.0,100.0,34955929
propagandist,1,0.0,100.0,553480874
kidding,4,0.0,100.0,1045630908
kidding,4,0.0,100.0,23795703
kidding,4,0.0,100.0,457123526
kidding,4,0.0,100.0,565501978
jma928,4,50.0,50.0,565501978
jma928,4,50.0,50.0,565501978
jma928,4,50.0,50.0,565501978
jma928,4,50.0,50.0,565501978
water,6,16.666666666666664,83.33333333333334,553480874
water,6,16.666666666666664,83.33333333333334,766594368
water,6,16.666666666666664,83.33333333333334,30980826
water,6,16.666666666666664,83.33333333333334,3311276608
water,6,16.666666666666664,83.33333333333334,2447898228
water,6,16.666666666666664,83.33333333333334,33831682
abandons,2,0.0,100.0,2933545119
abandons,2,0.0,100.0,2933545119
ashamed,1,0.0,100.0,30980826
check,1,0.0,100.0,1292620070
comrade,1,0.0,100.0,3000593912
choco,1,100.0,0.0,33831682
prison,6,0.0,100.0,2798798158
prison,6,0.0,100.0,553480874
prison,6,0.0,100.0,16579411
prison,6,0.0,100.0,938528232
prison,6,0.0,100.0,553480874
prison,6,0.0,100.0,553480874
lady,4,75.0,25.0,92643660
lady,4,75.0,25.0,863113304
lady,4,75.0,25.0,30980826
lady,4,75.0,25.0,92643660
today,3,66.66666666666666,33.33333333333333,92643660
today,3,66.66666666666666,33.33333333333333,753498337
today,3,66.66666666666666,33.33333333333333,92643660
urself,7,0.0,100.0,33831682
urself,7,0.0,100.0,33831682
urself,7,0.0,100.0,33831682
urself,7,0.0,100.0,33831682
urself,7,0.0,100.0,33831682
urself,7,0.0,100.0,33831682
urself,7,0.0,100.0,33831682
prices,1,0.0,100.0,553480874
brennan,2,50.0,50.0,553480874
brennan,2,50.0,50.0,553480874
breaks,1,0.0,100.0,20415005
wallet,1,0.0,100.0,553480874
coast,1,0.0,100.0,16579411
intruder,1,0.0,100.0,565501978
epn,3,0.0,100.0,1430129144
